Date,Product_ID,Product_Name,Warehouse,Quantity_On_Hand,Quantity_Reserved,Quantity_Available,Reorder_Point,Reorder_Quantity,Unit_Cost,Total_Value,Last_Received,Next_Expected,Status
2024-12-01,PROD-07578,Product 1933,Warehouse-Central,300,18,282,95,151,1642.79,492837.0,2024-11-15,2025-01-07,Reorder Required
2024-12-01,PROD-27748,Product 2276,Warehouse-East,253,28,225,41,95,255.86,64732.58,2024-11-25,2024-12-05,Overstocked
2024-12-01,PROD-14770,Product 5432,Warehouse-Central,746,3,743,94,127,1030.1,768454.6,2024-11-04,2024-12-18,Normal
2024-12-01,PROD-83921,Product 7334,Warehouse-East,10,7,3,84,59,942.57,9425.7,2024-11-29,2024-12-17,Low Stock
2024-12-01,PROD-75725,Product 5895,Warehouse-West,162,17,145,28,160,537.72,87110.64,2024-11-23,2025-01-11,Overstocked
2024-12-01,PROD-05898,Product 6155,Warehouse-Midwest,821,48,773,67,139,1390.13,1141296.73,2024-11-06,2025-01-07,Reorder Required
2024-12-01,PROD-76929,Product 5253,Warehouse-Central,182,39,143,34,74,902.3,164218.6,2024-11-03,2024-12-16,Normal
2024-12-01,PROD-92843,Product 5057,Warehouse-North,68,31,37,95,105,1833.15,124654.2,2024-11-19,2024-12-21,Low Stock
2024-12-01,PROD-78500,Product 1696,Warehouse-Midwest,360,16,344,38,78,832.33,299638.8,2024-11-24,2024-12-14,Reorder Required
2024-12-01,PROD-90432,Product 3061,Warehouse-Midwest,244,30,214,68,66,1023.89,249829.16,2024-11-09,2024-12-30,Overstocked
2024-12-01,PROD-14037,Product 8606,Warehouse-Central,744,0,744,61,84,715.93,532651.92,2024-11-05,2024-12-07,Reorder Required
2024-12-01,PROD-66948,Product 4093,Warehouse-Central,205,42,163,83,100,267.87,54913.35,2024-11-26,2024-12-05,Normal
2024-12-01,PROD-73111,Product 5108,Warehouse-West,468,48,420,43,199,1777.12,831692.16,2024-11-09,2024-12-04,Overstocked
2024-12-01,PROD-26389,Product 1633,Warehouse-Midwest,675,23,652,35,192,1863.03,1257545.25,2024-11-29,2024-12-29,Overstocked
2024-12-01,PROD-91119,Product 7025,Warehouse-West,624,17,607,24,154,1529.55,954439.2,2024-11-19,2024-12-21,Normal
2024-12-01,PROD-05841,Product 2756,Warehouse-Central,89,12,77,29,187,1150.09,102358.01,2024-11-06,2024-12-17,Normal
2024-12-01,PROD-15480,Product 3294,Warehouse-North,589,3,586,50,106,173.79,102362.31,2024-11-30,2024-12-19,Overstocked
2024-12-01,PROD-65318,Product 9979,Warehouse-West,996,36,960,75,193,1419.4,1413722.4,2024-11-05,2025-01-05,Overstocked
2024-12-01,PROD-85546,Product 4883,Warehouse-Midwest,972,20,952,27,189,962.52,935569.44,2024-11-12,2024-12-26,Normal
2024-12-01,PROD-82090,Product 2926,Warehouse-North,143,14,129,44,121,1415.91,202475.13,2024-11-17,2025-01-05,Reorder Required
2024-12-01,PROD-10842,Product 3495,Warehouse-North,53,4,49,55,85,287.87,15257.11,2024-11-11,2024-12-22,Low Stock
2024-12-01,PROD-02542,Product 2730,Warehouse-Central,394,38,356,52,195,828.96,326610.24,2024-11-05,2024-12-07,Normal
2024-12-01,PROD-79779,Product 9354,Warehouse-Central,946,26,920,94,106,1451.06,1372702.76,2024-11-13,2025-01-10,Reorder Required
2024-12-01,PROD-64332,Product 8208,Warehouse-West,126,16,110,83,150,1012.01,127513.26,2024-11-15,2024-12-12,Low Stock
2024-12-01,PROD-46203,Product 2906,Warehouse-West,627,28,599,73,123,1350.78,846939.06,2024-11-29,2024-12-12,Normal
2024-12-01,PROD-27203,Product 2541,Warehouse-North,996,4,992,96,52,1445.13,1439349.48,2024-11-04,2024-12-17,Normal
2024-12-01,PROD-41853,Product 9759,Warehouse-Midwest,363,33,330,76,82,1287.78,467464.14,2024-11-16,2024-12-10,Normal
2024-12-01,PROD-54296,Product 6173,Warehouse-West,652,32,620,64,68,1218.1,794201.2,2024-11-24,2024-12-03,Normal
2024-12-01,PROD-42962,Product 5412,Warehouse-Midwest,397,8,389,20,90,1095.07,434742.79,2024-11-26,2025-01-07,Normal
2024-12-01,PROD-90991,Product 5446,Warehouse-Midwest,563,28,535,57,155,1552.12,873843.56,2024-11-12,2024-12-11,Normal
2024-12-01,PROD-29397,Product 3584,Warehouse-Central,616,43,573,41,98,1215.83,748951.28,2024-11-08,2024-12-02,Reorder Required
2024-12-01,PROD-18314,Product 2329,Warehouse-West,299,45,254,78,194,239.53,71619.47,2024-11-20,2025-01-08,Normal
2024-12-01,PROD-07471,Product 9331,Warehouse-West,123,44,79,83,116,1237.56,152219.88,2024-11-19,2024-12-21,Low Stock
2024-12-01,PROD-70016,Product 5756,Warehouse-Midwest,26,10,16,100,140,1266.88,32938.88,2024-11-28,2024-12-12,Low Stock
2024-12-01,PROD-91462,Product 7586,Warehouse-West,884,29,855,29,67,832.64,736053.76,2024-11-09,2024-12-09,Normal
2024-12-01,PROD-88397,Product 2004,Warehouse-Midwest,576,9,567,70,71,1396.02,804107.52,2024-11-25,2024-12-13,Reorder Required
2024-12-01,PROD-62468,Product 7202,Warehouse-East,338,23,315,67,61,694.22,234646.36,2024-11-19,2025-01-14,Normal
2024-12-01,PROD-01676,Product 7976,Warehouse-South,184,8,176,32,185,1621.2,298300.8,2024-11-05,2025-01-01,Normal
2024-12-01,PROD-33444,Product 9079,Warehouse-West,678,6,672,50,62,992.93,673206.54,2024-11-09,2025-01-09,Normal
2024-12-01,PROD-12155,Product 1194,Warehouse-South,256,47,209,44,184,806.95,206579.2,2024-11-27,2024-12-18,Normal
2024-12-01,PROD-41518,Product 5889,Warehouse-Central,789,3,786,88,81,1067.07,841918.23,2024-11-10,2024-12-29,Reorder Required
2024-12-01,PROD-36177,Product 7706,Warehouse-East,447,30,417,98,68,619.53,276929.91,2024-11-18,2024-12-06,Normal
2024-12-01,PROD-36266,Product 1923,Warehouse-Midwest,585,8,577,69,132,1569.13,917941.05,2024-11-26,2024-12-23,Normal
2024-12-01,PROD-57302,Product 1583,Warehouse-Central,172,2,170,72,92,564.11,97026.92,2024-11-25,2024-12-17,Normal
2024-12-01,PROD-05892,Product 9140,Warehouse-Midwest,483,50,433,42,110,1520.64,734469.12,2024-11-28,2025-01-08,Normal
2024-12-01,PROD-42638,Product 1619,Warehouse-North,598,44,554,27,167,1444.91,864056.18,2024-11-25,2025-01-10,Reorder Required
2024-12-01,PROD-47516,Product 1073,Warehouse-Midwest,332,18,314,75,187,1638.28,543908.96,2024-11-18,2024-12-15,Normal
2024-12-01,PROD-31643,Product 7692,Warehouse-West,824,32,792,60,170,314.18,258884.32,2024-11-24,2025-01-12,Low Stock
2024-12-01,PROD-68974,Product 6946,Warehouse-North,853,30,823,22,68,739.23,630563.19,2024-11-13,2024-12-03,Normal
2024-12-01,PROD-37350,Product 3943,Warehouse-South,528,49,479,86,84,173.24,91470.72,2024-11-01,2025-01-03,Overstocked
2024-12-01,PROD-04229,Product 6969,Warehouse-North,662,6,656,84,184,562.0,372044.0,2024-11-14,2024-12-02,Normal
2024-12-01,PROD-74574,Product 1763,Warehouse-Central,297,31,266,87,134,379.79,112797.63,2024-11-08,2025-01-07,Normal
2024-12-01,PROD-48738,Product 2164,Warehouse-South,373,38,335,50,84,61.92,23096.16,2024-11-17,2024-12-25,Reorder Required
2024-12-01,PROD-52798,Product 7180,Warehouse-North,844,31,813,52,199,1114.74,940840.56,2024-11-03,2024-12-12,Reorder Required
2024-12-01,PROD-93380,Product 3460,Warehouse-Central,331,9,322,75,181,1059.16,350581.96,2024-11-15,2024-12-21,Overstocked
2024-12-01,PROD-73255,Product 1638,Warehouse-South,143,6,137,31,186,474.43,67843.49,2024-11-10,2024-12-24,Normal
2024-12-01,PROD-40703,Product 9841,Warehouse-South,168,1,167,88,135,1360.81,228616.08,2024-11-24,2024-12-18,Normal
2024-12-01,PROD-59576,Product 9919,Warehouse-East,332,45,287,56,105,1374.82,456440.24,2024-11-02,2024-12-29,Normal
2024-12-01,PROD-09480,Product 1366,Warehouse-Central,284,2,282,23,109,1703.46,483782.64,2024-11-15,2024-12-15,Reorder Required
2024-12-01,PROD-96835,Product 1231,Warehouse-East,787,45,742,21,189,1961.58,1543763.46,2024-11-03,2025-01-12,Normal
2024-12-01,PROD-81018,Product 9056,Warehouse-Midwest,594,20,574,51,178,366.79,217873.26,2024-11-17,2024-12-30,Normal
2024-12-01,PROD-21145,Product 2515,Warehouse-South,797,43,754,80,151,1882.81,1500599.57,2024-11-30,2024-12-16,Normal
2024-12-01,PROD-94821,Product 7492,Warehouse-North,744,15,729,61,117,1742.22,1296211.68,2024-11-20,2024-12-28,Normal
2024-12-01,PROD-90160,Product 3642,Warehouse-East,156,17,139,78,58,625.6,97593.6,2024-11-24,2024-12-12,Reorder Required
2024-12-01,PROD-70992,Product 5099,Warehouse-West,767,17,750,89,51,1087.03,833752.01,2024-11-07,2024-12-28,Overstocked
2024-12-01,PROD-39647,Product 4445,Warehouse-South,875,15,860,99,65,1622.07,1419311.25,2024-11-28,2024-12-05,Overstocked
2024-12-01,PROD-69957,Product 6328,Warehouse-Central,67,18,49,98,106,1845.68,123660.56,2024-11-06,2024-12-27,Low Stock
2024-12-01,PROD-60345,Product 2985,Warehouse-South,118,1,117,45,125,775.71,91533.78,2024-11-08,2025-01-15,Normal
2024-12-01,PROD-88057,Product 4393,Warehouse-Central,505,5,500,33,197,1878.46,948622.3,2024-11-27,2024-12-13,Reorder Required
2024-12-01,PROD-24633,Product 3936,Warehouse-Central,399,3,396,28,184,768.51,306635.49,2024-11-12,2024-12-21,Normal
2024-12-01,PROD-12656,Product 8197,Warehouse-West,843,31,812,69,111,931.93,785616.99,2024-11-03,2024-12-29,Normal
2024-12-01,PROD-75302,Product 5669,Warehouse-West,504,31,473,81,177,1812.53,913515.12,2024-11-02,2024-12-13,Overstocked
2024-12-01,PROD-73922,Product 8312,Warehouse-Central,965,15,950,20,68,778.27,751030.55,2024-11-24,2024-12-05,Overstocked
2024-12-01,PROD-47979,Product 1865,Warehouse-South,243,6,237,96,117,1431.52,347859.36,2024-11-03,2024-12-03,Overstocked
2024-12-01,PROD-58931,Product 7812,Warehouse-North,259,8,251,55,56,357.62,92623.58,2024-11-06,2025-01-01,Normal
2024-12-01,PROD-31339,Product 6440,Warehouse-Midwest,505,4,501,79,148,290.36,146631.8,2024-11-14,2025-01-13,Normal
2024-12-01,PROD-62963,Product 6887,Warehouse-South,730,8,722,50,137,1503.47,1097533.1,2024-11-26,2024-12-29,Reorder Required
2024-12-01,PROD-84368,Product 9630,Warehouse-North,981,43,938,80,167,1666.75,1635081.75,2024-11-07,2024-12-29,Normal
2024-12-01,PROD-24878,Product 9076,Warehouse-Central,166,1,165,50,145,62.5,10375.0,2024-11-05,2025-01-04,Normal
2024-12-01,PROD-44384,Product 5654,Warehouse-Midwest,592,20,572,77,63,192.68,114066.56,2024-11-26,2024-12-31,Overstocked
2024-12-01,PROD-10411,Product 1611,Warehouse-Midwest,871,7,864,70,89,877.54,764337.34,2024-11-28,2024-12-20,Reorder Required
2024-12-01,PROD-45614,Product 7674,Warehouse-North,604,2,602,92,82,945.31,570967.24,2024-11-10,2025-01-10,Low Stock
2024-12-01,PROD-73178,Product 1651,Warehouse-West,55,28,27,60,131,1340.46,73725.3,2024-11-11,2025-01-14,Low Stock
2024-12-01,PROD-06434,Product 3359,Warehouse-Midwest,261,23,238,100,94,1372.86,358316.46,2024-11-18,2024-12-23,Low Stock
2024-12-01,PROD-06732,Product 6736,Warehouse-West,185,43,142,92,161,453.8,83953.0,2024-11-10,2024-12-03,Normal
2024-12-01,PROD-74170,Product 3603,Warehouse-North,590,10,580,31,72,1835.93,1083198.7,2024-11-28,2024-12-08,Reorder Required
2024-12-01,PROD-08784,Product 4827,Warehouse-East,303,34,269,59,184,733.53,222259.59,2024-11-03,2024-12-05,Reorder Required
2024-12-01,PROD-66342,Product 6620,Warehouse-East,313,1,312,20,84,275.97,86378.61,2024-11-28,2025-01-08,Normal
2024-12-01,PROD-50678,Product 5412,Warehouse-West,528,8,520,57,70,1432.8,756518.4,2024-11-29,2024-12-22,Normal
2024-12-01,PROD-38363,Product 7845,Warehouse-Central,562,1,561,26,99,1003.01,563691.62,2024-11-25,2025-01-05,Normal
2024-12-01,PROD-96961,Product 9421,Warehouse-West,156,29,127,41,61,698.27,108930.12,2024-11-26,2024-12-14,Normal
2024-12-01,PROD-53693,Product 9081,Warehouse-Central,759,26,733,33,195,1411.11,1071032.49,2024-11-14,2024-12-10,Normal
2024-12-01,PROD-09689,Product 8265,Warehouse-North,256,29,227,70,147,257.71,65973.76,2024-11-17,2025-01-11,Reorder Required
2024-12-01,PROD-41365,Product 2395,Warehouse-East,21,11,10,83,122,1802.89,37860.69,2024-11-01,2025-01-12,Low Stock
2024-12-01,PROD-21028,Product 3909,Warehouse-Central,294,34,260,23,167,476.72,140155.68,2024-11-14,2024-12-13,Reorder Required
2024-12-01,PROD-05103,Product 4584,Warehouse-Midwest,418,31,387,100,64,1910.49,798584.82,2024-11-28,2024-12-13,Normal
2024-12-01,PROD-21796,Product 5476,Warehouse-South,123,38,85,67,155,235.08,28914.84,2024-11-04,2024-12-20,Normal
2024-12-01,PROD-32289,Product 3077,Warehouse-West,529,4,525,98,111,813.17,430166.93,2024-11-25,2024-12-17,Reorder Required
2024-12-01,PROD-11627,Product 3660,Warehouse-North,678,9,669,71,129,1708.36,1158268.08,2024-11-08,2024-12-13,Low Stock
2024-12-01,PROD-18002,Product 5828,Warehouse-Midwest,238,2,236,63,56,1308.62,311451.56,2024-11-19,2024-12-16,Normal
2024-12-01,PROD-37459,Product 9080,Warehouse-North,468,16,452,90,98,537.78,251681.04,2024-11-22,2024-12-25,Overstocked
2024-12-01,PROD-74183,Product 3876,Warehouse-Midwest,189,10,179,57,66,1643.7,310659.3,2024-11-11,2024-12-08,Overstocked
2024-12-01,PROD-97522,Product 3821,Warehouse-South,452,28,424,22,171,1526.37,689919.24,2024-11-12,2025-01-12,Normal
2024-12-01,PROD-52144,Product 5602,Warehouse-Central,107,16,91,26,71,72.47,7754.29,2024-11-03,2025-01-02,Normal
2024-12-01,PROD-34915,Product 1144,Warehouse-East,299,3,296,59,160,494.06,147723.94,2024-11-29,2024-12-08,Normal
2024-12-01,PROD-96208,Product 6579,Warehouse-West,922,13,909,57,124,1637.35,1509636.7,2024-11-29,2024-12-31,Overstocked
2024-12-01,PROD-06231,Product 6736,Warehouse-South,855,28,827,25,119,889.12,760197.6,2024-11-25,2025-01-12,Normal
2024-12-01,PROD-04864,Product 4740,Warehouse-North,866,46,820,96,171,82.26,71237.16,2024-11-18,2024-12-30,Overstocked
2024-12-01,PROD-11858,Product 3859,Warehouse-North,620,50,570,78,197,1974.7,1224314.0,2024-11-27,2024-12-29,Normal
2024-12-01,PROD-47324,Product 2860,Warehouse-West,528,49,479,53,54,1651.59,872039.52,2024-11-30,2025-01-12,Overstocked
2024-12-01,PROD-70015,Product 2456,Warehouse-West,771,20,751,35,125,480.52,370480.92,2024-11-18,2024-12-10,Normal
2024-12-01,PROD-80661,Product 6215,Warehouse-South,125,33,92,83,99,1517.45,189681.25,2024-11-13,2025-01-05,Overstocked
2024-12-01,PROD-39700,Product 4200,Warehouse-Midwest,772,34,738,35,188,181.08,139793.76,2024-11-24,2025-01-09,Reorder Required
2024-12-01,PROD-82700,Product 3549,Warehouse-Midwest,482,34,448,20,53,1307.82,630369.24,2024-11-23,2024-12-24,Overstocked
2024-12-01,PROD-93640,Product 9495,Warehouse-North,144,1,143,24,131,45.4,6537.6,2024-11-07,2024-12-21,Normal
2024-12-01,PROD-94578,Product 5880,Warehouse-Central,697,23,674,91,156,228.73,159424.81,2024-11-07,2024-12-25,Normal
2024-12-01,PROD-63653,Product 6563,Warehouse-South,290,31,259,92,172,1529.62,443589.8,2024-11-17,2024-12-20,Normal
2024-12-01,PROD-07382,Product 6728,Warehouse-Central,213,3,210,40,148,320.26,68215.38,2024-11-18,2025-01-15,Reorder Required
2024-12-01,PROD-65449,Product 7761,Warehouse-South,18,16,2,73,62,1591.68,28650.24,2024-11-08,2025-01-14,Low Stock
2024-12-01,PROD-54908,Product 9411,Warehouse-West,675,37,638,99,118,154.01,103956.75,2024-11-03,2024-12-20,Normal
2024-12-01,PROD-41633,Product 8804,Warehouse-North,147,6,141,20,127,1115.23,163938.81,2024-11-16,2025-01-01,Overstocked
2024-12-01,PROD-01211,Product 3263,Warehouse-West,486,38,448,95,138,1039.2,505051.2,2024-11-28,2024-12-04,Normal
2024-12-01,PROD-99397,Product 9675,Warehouse-Midwest,453,49,404,91,178,80.19,36326.07,2024-11-26,2024-12-29,Normal
2024-12-01,PROD-11887,Product 8144,Warehouse-East,500,48,452,28,161,1454.72,727360.0,2024-11-28,2024-12-22,Low Stock
2024-12-01,PROD-04752,Product 4170,Warehouse-West,738,41,697,61,90,486.66,359155.08,2024-11-06,2024-12-14,Normal
2024-12-01,PROD-13923,Product 7341,Warehouse-East,324,31,293,72,98,1702.11,551483.64,2024-11-22,2024-12-03,Overstocked
2024-12-01,PROD-78501,Product 5969,Warehouse-South,126,11,115,33,71,447.69,56408.94,2024-11-28,2024-12-19,Normal
2024-12-01,PROD-02419,Product 1361,Warehouse-South,866,47,819,61,131,496.27,429769.82,2024-11-16,2024-12-06,Low Stock
2024-12-01,PROD-09465,Product 5287,Warehouse-Central,937,15,922,58,50,1035.38,970151.06,2024-11-16,2024-12-07,Low Stock
2024-12-01,PROD-47672,Product 3724,Warehouse-West,519,41,478,60,151,1194.01,619691.19,2024-11-10,2024-12-21,Normal
2024-12-01,PROD-84413,Product 3379,Warehouse-South,764,12,752,25,72,36.74,28069.36,2024-11-06,2024-12-09,Overstocked
2024-12-01,PROD-81111,Product 1949,Warehouse-West,511,34,477,98,125,862.42,440696.62,2024-11-06,2024-12-28,Normal
2024-12-01,PROD-55419,Product 5683,Warehouse-West,940,37,903,87,148,284.15,267101.0,2024-11-22,2024-12-15,Normal
2024-12-01,PROD-93354,Product 7565,Warehouse-Central,638,40,598,30,189,133.77,85345.26,2024-11-18,2025-01-05,Overstocked
2024-12-01,PROD-56350,Product 2040,Warehouse-South,973,27,946,92,82,1311.69,1276274.37,2024-11-23,2024-12-13,Low Stock
2024-12-01,PROD-42994,Product 8668,Warehouse-South,799,32,767,65,190,1437.28,1148386.72,2024-11-24,2025-01-01,Normal
2024-12-01,PROD-36909,Product 1745,Warehouse-West,940,17,923,99,110,82.24,77305.6,2024-11-09,2024-12-25,Reorder Required
2024-12-01,PROD-50491,Product 2148,Warehouse-Midwest,913,9,904,39,58,1118.76,1021427.88,2024-11-17,2024-12-06,Overstocked
2024-12-01,PROD-71206,Product 9391,Warehouse-Central,62,24,38,85,75,1401.6,86899.2,2024-11-17,2024-12-31,Low Stock
2024-12-01,PROD-50906,Product 1850,Warehouse-South,11,5,6,41,122,821.75,9039.25,2024-11-07,2025-01-07,Low Stock
2024-12-01,PROD-97193,Product 7728,Warehouse-East,745,5,740,96,78,1866.39,1390460.55,2024-11-20,2024-12-07,Normal
2024-12-01,PROD-64399,Product 5147,Warehouse-West,64,15,49,85,93,540.07,34564.48,2024-11-14,2025-01-03,Low Stock
2024-12-01,PROD-10296,Product 2842,Warehouse-Central,68,28,40,57,151,1418.92,96486.56,2024-11-13,2024-12-18,Low Stock
2024-12-01,PROD-86775,Product 8776,Warehouse-West,43,29,14,94,158,740.79,31853.97,2024-11-15,2024-12-13,Low Stock
2024-12-01,PROD-62675,Product 1761,Warehouse-West,394,40,354,20,120,569.96,224564.24,2024-11-11,2025-01-13,Reorder Required
2024-12-01,PROD-34720,Product 2045,Warehouse-South,800,17,783,22,64,1576.27,1261016.0,2024-11-23,2024-12-31,Normal
2024-12-01,PROD-53325,Product 5286,Warehouse-East,480,28,452,24,151,534.39,256507.2,2024-11-08,2025-01-10,Normal
2024-12-01,PROD-51216,Product 3209,Warehouse-North,161,7,154,30,163,1299.71,209253.31,2024-11-21,2025-01-09,Normal
2024-12-01,PROD-72569,Product 3917,Warehouse-East,820,35,785,37,130,272.81,223704.2,2024-11-26,2024-12-25,Normal
2024-12-01,PROD-13259,Product 7237,Warehouse-North,724,44,680,41,96,1351.85,978739.4,2024-11-17,2024-12-11,Low Stock
2024-12-01,PROD-89095,Product 6391,Warehouse-East,234,14,220,41,135,1948.29,455899.86,2024-11-15,2024-12-12,Low Stock
2024-12-01,PROD-44990,Product 4935,Warehouse-Central,560,6,554,25,133,830.53,465096.8,2024-11-03,2024-12-17,Overstocked
2024-12-01,PROD-61265,Product 2077,Warehouse-South,88,31,57,68,66,189.2,16649.6,2024-11-14,2024-12-20,Low Stock
2024-12-01,PROD-47107,Product 1285,Warehouse-South,96,2,94,64,87,435.11,41770.56,2024-11-04,2024-12-18,Overstocked
2024-12-01,PROD-37548,Product 8287,Warehouse-West,500,34,466,53,75,1017.76,508880.0,2024-11-15,2025-01-10,Low Stock
2024-12-01,PROD-45371,Product 9680,Warehouse-East,152,40,112,52,80,1796.01,272993.52,2024-11-24,2025-01-13,Normal
2024-12-01,PROD-40264,Product 9723,Warehouse-Central,874,28,846,29,67,765.77,669282.98,2024-11-11,2024-12-28,Overstocked
2024-12-01,PROD-87872,Product 3956,Warehouse-East,327,17,310,70,149,538.44,176069.88,2024-11-08,2025-01-11,Reorder Required
2024-12-01,PROD-36040,Product 2481,Warehouse-South,281,44,237,57,161,1589.45,446635.45,2024-11-22,2024-12-18,Normal
2024-12-01,PROD-03253,Product 2925,Warehouse-Midwest,71,46,25,29,103,98.93,7024.03,2024-11-15,2024-12-28,Low Stock
2024-12-01,PROD-90440,Product 2786,Warehouse-Midwest,229,36,193,68,182,1155.54,264618.66,2024-11-19,2024-12-16,Reorder Required
2024-12-01,PROD-29794,Product 6365,Warehouse-Central,129,27,102,70,183,1388.36,179098.44,2024-11-05,2024-12-02,Overstocked
2024-12-01,PROD-49431,Product 6438,Warehouse-South,308,29,279,48,56,88.21,27168.68,2024-11-19,2024-12-13,Normal
2024-12-01,PROD-87280,Product 1974,Warehouse-North,474,3,471,85,187,258.07,122325.18,2024-11-08,2025-01-14,Overstocked
2024-12-01,PROD-49477,Product 7964,Warehouse-East,739,48,691,93,160,904.16,668174.24,2024-11-21,2024-12-13,Low Stock
2024-12-01,PROD-64466,Product 1047,Warehouse-North,967,28,939,99,150,1795.7,1736441.9,2024-11-13,2024-12-23,Normal
2024-12-01,PROD-92889,Product 6545,Warehouse-Midwest,200,10,190,36,70,1161.37,232274.0,2024-11-21,2024-12-07,Reorder Required
2024-12-01,PROD-17104,Product 6206,Warehouse-Midwest,65,32,33,81,155,1057.41,68731.65,2024-11-08,2024-12-03,Low Stock
2024-12-01,PROD-18705,Product 2041,Warehouse-North,894,37,857,47,61,1406.53,1257437.82,2024-11-17,2025-01-02,Normal
2024-12-01,PROD-86190,Product 8932,Warehouse-Central,424,2,422,40,151,1579.39,669661.36,2024-11-14,2024-12-13,Normal
2024-12-01,PROD-83833,Product 1858,Warehouse-East,249,16,233,40,179,481.58,119913.42,2024-11-05,2024-12-30,Normal
2024-12-01,PROD-81655,Product 6178,Warehouse-South,675,15,660,68,198,1748.26,1180075.5,2024-11-24,2024-12-07,Reorder Required
2024-12-01,PROD-42173,Product 5656,Warehouse-West,851,25,826,63,176,1194.95,1016902.45,2024-11-17,2024-12-19,Overstocked
2024-12-01,PROD-18842,Product 8597,Warehouse-West,10,6,4,94,84,1874.64,18746.4,2024-11-18,2024-12-21,Low Stock
2024-12-01,PROD-68986,Product 2753,Warehouse-South,70,23,47,68,69,384.58,26920.6,2024-11-05,2024-12-26,Low Stock
2024-12-01,PROD-96632,Product 1732,Warehouse-West,230,50,180,79,142,909.15,209104.5,2024-11-04,2024-12-22,Overstocked
2024-12-01,PROD-26113,Product 7898,Warehouse-South,874,32,842,64,68,1567.32,1369837.68,2024-11-08,2024-12-11,Low Stock
2024-12-01,PROD-43941,Product 3737,Warehouse-North,22,0,22,50,149,1792.17,39427.74,2024-11-22,2024-12-16,Low Stock
2024-12-01,PROD-78535,Product 4204,Warehouse-West,934,33,901,51,182,960.76,897349.84,2024-11-11,2025-01-01,Low Stock
2024-12-01,PROD-43168,Product 4881,Warehouse-West,577,15,562,32,53,1334.35,769919.95,2024-11-02,2024-12-26,Reorder Required
2024-12-01,PROD-61362,Product 5863,Warehouse-North,977,5,972,90,80,266.26,260136.02,2024-11-17,2024-12-31,Reorder Required
2024-12-01,PROD-05715,Product 1514,Warehouse-East,985,50,935,98,180,1667.22,1642211.7,2024-11-10,2025-01-08,Low Stock
2024-12-01,PROD-33194,Product 3949,Warehouse-South,873,22,851,60,196,1965.09,1715523.57,2024-11-26,2025-01-06,Normal
2024-12-01,PROD-50871,Product 2342,Warehouse-Midwest,800,25,775,41,106,1868.96,1495168.0,2024-11-15,2025-01-08,Overstocked
2024-12-01,PROD-89644,Product 9294,Warehouse-South,818,15,803,48,171,1188.67,972332.06,2024-11-28,2024-12-15,Normal
2024-12-01,PROD-61808,Product 8850,Warehouse-North,610,38,572,64,101,312.75,190777.5,2024-11-01,2024-12-09,Normal
2024-12-01,PROD-83212,Product 9731,Warehouse-West,577,36,541,77,194,1872.3,1080317.1,2024-11-04,2024-12-06,Normal
2024-12-01,PROD-84719,Product 4596,Warehouse-Central,213,24,189,48,85,1751.38,373043.94,2024-11-04,2024-12-29,Low Stock
2024-12-01,PROD-41341,Product 9856,Warehouse-West,537,8,529,29,155,1337.94,718473.78,2024-11-06,2024-12-05,Normal
2024-12-01,PROD-80486,Product 5977,Warehouse-Central,269,42,227,32,124,1540.82,414480.58,2024-11-18,2024-12-13,Overstocked
2024-12-01,PROD-81347,Product 3099,Warehouse-East,890,48,842,50,108,824.08,733431.2,2024-11-14,2024-12-30,Reorder Required
2024-12-01,PROD-62596,Product 9105,Warehouse-East,286,38,248,60,200,1302.27,372449.22,2024-11-02,2025-01-11,Reorder Required
2024-12-01,PROD-24225,Product 6868,Warehouse-West,131,2,129,78,59,1061.72,139085.32,2024-11-07,2025-01-01,Normal
2024-12-01,PROD-14511,Product 2009,Warehouse-East,421,13,408,34,178,1690.34,711633.14,2024-11-22,2025-01-14,Overstocked
2024-12-01,PROD-23613,Product 3101,Warehouse-North,950,45,905,30,167,1800.48,1710456.0,2024-11-04,2024-12-18,Overstocked
2024-12-01,PROD-42719,Product 8734,Warehouse-Central,470,9,461,44,109,292.41,137432.7,2024-11-12,2024-12-31,Normal
2024-12-01,PROD-20265,Product 6842,Warehouse-Central,745,14,731,76,89,988.4,736358.0,2024-11-03,2025-01-12,Normal
2024-12-01,PROD-78188,Product 2654,Warehouse-Midwest,792,43,749,84,96,1699.32,1345861.44,2024-11-06,2025-01-15,Reorder Required
2024-12-01,PROD-61278,Product 1019,Warehouse-South,529,49,480,50,63,1137.32,601642.28,2024-11-21,2024-12-03,Normal
2024-12-01,PROD-11502,Product 3236,Warehouse-South,458,11,447,59,118,1596.73,731302.34,2024-11-05,2024-12-17,Reorder Required
2024-12-01,PROD-49109,Product 7660,Warehouse-North,727,11,716,79,182,456.01,331519.27,2024-11-22,2025-01-07,Normal
2024-12-01,PROD-10546,Product 1659,Warehouse-West,717,50,667,75,56,857.02,614483.34,2024-11-07,2024-12-27,Overstocked
2024-12-01,PROD-56479,Product 1783,Warehouse-North,936,48,888,51,71,1093.73,1023731.28,2024-11-20,2024-12-11,Low Stock
2024-12-01,PROD-10122,Product 4217,Warehouse-North,782,2,780,80,192,502.75,393150.5,2024-11-13,2025-01-14,Normal
2024-12-01,PROD-84020,Product 9745,Warehouse-Central,118,1,117,95,185,1058.3,124879.4,2024-11-04,2024-12-27,Normal
